TW,Aletheia University,https://www.au.edu.tw
TW,Asia University,https://www.asia.edu.tw/
TW,Central Police University,http://www.cpu.edu.tw/
TW,Chang Gung University,http://www.cgu.edu.tw/
TW,Chang Jung Christian University,https://www.cjcu.edu.tw/
TW,Chao Yang University of Science and Technology,http://www.cyut.edu.tw/
TW,Chia Nan University of Pharmacy and Science,https://www.cnu.edu.tw/
TW,Chihlee  University of Technology ,https://www.chihlee.edu.tw
TW,"China Medical University, Taiwan",https://www.cmu.edu.tw/
TW,Chinese Culture University,http://www.pccu.edu.tw/
TW,Ching Kuo Institue of Management & Health,http://www.cku.edu.tw/
TW,Chung Hua University,http://www.chu.edu.tw/
TW,Chung Shan Medical University,https://www.csmu.edu.tw/
TW,Chung Yuan Christian University,https://www.cycu.edu.tw
TW,Da-Yeh University,http://www.dyu.edu.tw/
TW,Feng Chia University,https://www.fcu.edu.tw
TW,Fu Jen Catholic University,http://www.fju.edu.tw/
TW,Hsuan Chuang University,http://www.hcu.edu.tw/
TW,Huafan University,http://www.hfu.edu.tw/
TW,I-Shou University,https://www.isu.edu.tw/
TW,Kaohsiung Medical University,https://www.kmu.edu.tw/
TW,Kaohsuing Open University,http://www.ouk.edu.tw/
TW,Kung Shan University,https://www.ksu.edu.tw
TW,Kun Shan University,http://www.ksu.edu.tw/
TW,Ling Tung University,https://www.ltu.edu.tw/
TW,LungHwa University of Science and Technology,http://www.lhu.edu.tw/
TW,Ming Chuan University,http://www.mcu.edu.tw/
TW,Nanhua University,http://www.nhu.edu.tw/
TW,National Central University,https://www.ncu.edu.tw/
TW,National Changhua University of Education,http://www.ncue.edu.tw/
TW,National Chengchi University,http://www.nccu.edu.tw/
TW,National Cheng Kung University,https://web.ncku.edu.tw
TW,National Chiao Tung University,http://www.nctu.edu.tw/
TW,National Chiayi University,http://www.ncyu.edu.tw/
TW,National Chi Nan University,http://www.ncnu.edu.tw/
TW,National Chin-Yi University Of Technology,https://www.ncut.edu.tw
TW,National Chung Cheng University,http://www.ccu.edu.tw/
TW,"National Chung Hsing University, Taichung",http://www.nchu.edu.tw/
TW,"National Chung Hsing University, Taipei",https://www.nchu.edu.tw/
TW,National Dong Hwa University,http://www.ndhu.edu.tw/
TW,National Formosa University,https://www.nfu.edu.tw/
TW,National Hsin-Chu Teachers College,http://www.nhctc.edu.tw/
TW,National Hualien Teachers College,http://www.nhltc.edu.tw/
TW,National Ilan University,http://www.niu.edu.tw/
TW,National Institute of the Arts,http://www.nia.edu.tw/
TW,National Kaohsiung Normal University,http://www.nknu.edu.tw/
TW,National Kaohsiung University of Applied Sciences,http://www.kuas.edu.tw/
TW,National Kaohsiung University of Science and Technology,https://www.nkust.edu.tw/
TW,National Open University,http://www.nou.edu.tw/
TW,National Pingtung University,https://www.nptu.edu.tw/
TW,National Pingtung University of Science and Technology,https://www.npust.edu.tw
TW,National Sun Yat-Sen University,http://www.nsysu.edu.tw/
TW,National Taichung University of Education,http://www.ntcu.edu.tw/
TW,National Taipei Teachers College,http://www.ntptc.edu.tw/
TW,National Taipei University,https://www.ntpu.edu.tw/
TW,National Taipei University of Technology,http://www.ntut.edu.tw/
TW,National Taitung University of Education,https://www.ntue.edu.tw/
TW,National Taiwan College of Arts,http://www.ntca.edu.tw/
TW,National Taiwan College of Sport,https://www.ntus.edu.tw/
TW,National Taiwan College of the Arts,https://www.ntua.edu.tw/
TW,National Taiwan Normal University,http://www.ntnu.edu.tw/
TW,National Taiwan Ocean University,http://www.ntou.edu.tw/
TW,National Taiwan University,http://www.ntu.edu.tw/
TW,National Taiwan University of Science and Technology,http://www.ntust.edu.tw/
TW,National Tsinghua University,http://www.nthu.edu.tw/
TW,National United University,https://www.nuu.edu.tw
TW,National University of Kaohsiung,http://www.nuk.edu.tw/
TW,National University of Tainan,https://eng.nutn.edu.tw/
TW,National Yang Ming Medical College,http://www.ym.edu.tw/
TW,National Yunlin University of Science and Technology,https://www.yuntech.edu.tw/
TW,onal Taipei University of Nursing and Health Sciences,https://www.ntunhs.edu.tw/
TW,Providence University,http://www.pu.edu.tw/
TW,Shih Chien University,https://www.usc.edu.tw/
TW,Shih Hsin University,http://www.shu.edu.tw/
TW,Soochow University,https://www-ch.scu.edu.tw/
TW,Southern Taiwan University of Science & Technology,https://www.stust.edu.tw/
TW,St. John's University,https://www.sju.edu.tw
TW,Tainan National University of the Arts,https://www.tnnua.edu.tw/
TW,Taipei Medical College,http://eng.tmu.edu.tw
TW,Taipei Municipal Teachers College,http://www.tmtc.edu.tw/
TW,Taipei Physical Education College,http://www.tpec.edu.tw/
TW,Tamkang University,http://www.tku.edu.tw/
TW,Tatung Institute of Technology,https://www.ttc.edu.tw/
TW,TaTung University ,http://www.ttu.edu.tw/
TW,Tunghai University,http://www.thu.edu.tw/
TW,Tzu Chi College of Medicine and Humanities,http://www.tcu.edu.tw/
TW,Yuan Ze University,http://www.yzu.edu.tw/
TW,Aletheia University,https://www.au.edu.tw
TW,Asia University,https://www.asia.edu.tw/
TW,Central Police University,http://www.cpu.edu.tw/
TW,Chang Gung University,http://www.cgu.edu.tw/
TW,Chang Jung Christian University,https://www.cjcu.edu.tw/
TW,Chao Yang University of Science and Technology,http://www.cyut.edu.tw/
TW,Chia Nan University of Pharmacy and Science,https://www.cnu.edu.tw/
TW,Chihlee  University of Technology ,https://www.chihlee.edu.tw
TW,"China Medical University, Taiwan",https://www.cmu.edu.tw/
TW,Chinese Culture University,http://www.pccu.edu.tw/
TW,Ching Kuo Institue of Management & Health,http://www.cku.edu.tw/
TW,Chung Hua University,http://www.chu.edu.tw/
TW,Chung Shan Medical University,https://www.csmu.edu.tw/
TW,Chung Yuan Christian University,https://www.cycu.edu.tw
TW,Da-Yeh University,http://www.dyu.edu.tw/
TW,Feng Chia University,https://www.fcu.edu.tw
TW,Fu Jen Catholic University,http://www.fju.edu.tw/
TW,Hsuan Chuang University,http://www.hcu.edu.tw/
TW,Huafan University,http://www.hfu.edu.tw/
TW,I-Shou University,https://www.isu.edu.tw/
TW,Kaohsiung Medical University,https://www.kmu.edu.tw/
TW,Kaohsuing Open University,http://www.ouk.edu.tw/
TW,Kung Shan University,https://www.ksu.edu.tw
TW,Kun Shan University,http://www.ksu.edu.tw/
TW,Ling Tung University,https://www.ltu.edu.tw/
TW,LungHwa University of Science and Technology,http://www.lhu.edu.tw/
TW,Ming Chuan University,http://www.mcu.edu.tw/
TW,Nanhua University,http://www.nhu.edu.tw/
TW,National Central University,https://www.ncu.edu.tw/
TW,National Changhua University of Education,http://www.ncue.edu.tw/
TW,National Chengchi University,http://www.nccu.edu.tw/
TW,National Cheng Kung University,https://web.ncku.edu.tw
TW,National Chiao Tung University,http://www.nctu.edu.tw/
TW,National Chiayi University,http://www.ncyu.edu.tw/
TW,National Chi Nan University,http://www.ncnu.edu.tw/
TW,National Chin-Yi University Of Technology,https://www.ncut.edu.tw
TW,National Chung Cheng University,http://www.ccu.edu.tw/
TW,"National Chung Hsing University, Taichung",http://www.nchu.edu.tw/
TW,"National Chung Hsing University, Taipei",https://www.nchu.edu.tw/
TW,National Dong Hwa University,http://www.ndhu.edu.tw/
TW,National Formosa University,https://www.nfu.edu.tw/
TW,National Hsin-Chu Teachers College,http://www.nhctc.edu.tw/
TW,National Hualien Teachers College,http://www.nhltc.edu.tw/
TW,National Ilan University,http://www.niu.edu.tw/
TW,National Institute of the Arts,http://www.nia.edu.tw/
TW,National Kaohsiung Normal University,http://www.nknu.edu.tw/
TW,National Kaohsiung University of Applied Sciences,http://www.kuas.edu.tw/
